id,departure city,discount,price,no of items,location,class,segment,sub-class,delivery type,RID,profit,delivery date,address code,departure state,placement date
2947,Providence,0,110.98,1,East,qexty,Home Office,tshirts,Second Class,4970,15.5372,2019-08-01,2908,Rhode Island,2019-08-01
2948,Dallas,0.2,33.488,7,Central,kariox,Corporate,laptop,Standard Class,5855,-1.2558,2019-08-01,75220,Texas,2019-08-01
2949,Dallas,0.2,23.04,3,Central,kariox,Corporate,charger,Standard Class,5856,-4.896,2019-08-01,75220,Texas,2019-08-01
2950,Dallas,0.8,1.362,1,Central,kariox,Corporate,headset,Standard Class,5857,-2.1792,2019-08-01,75220,Texas,2019-08-01
2951,Dallas,0.6,14.76,5,Central,qexty,Corporate,shorts,Standard Class,5858,-11.439,2019-08-01,75220,Texas,2019-08-01
2952,Houston,0.2,27.216,3,Central,kariox,Corporate,phone,First Class,2307,9.8658,2019-08-01,77041,Texas,2019-08-01
2953,Houston,0.2,35.52,3,Central,kariox,Corporate,tablet,Standard Class,9542,13.32,2019-08-01,77095,Texas,2019-08-01
2954,Houston,0.8,6.23,5,Central,kariox,Corporate,headset,Standard Class,9543,-9.6565,2019-08-01,77095,Texas,2019-08-01
2955,Springfield,0.5,277.5,4,West,qexty,Consumer,hoodies,Standard Class,8180,-188.7,2019-08-01,97477,Oregon,2019-08-01
2956,New York City,0.4,382.806,9,East,qexty,Consumer,hoodies,First Class,1581,-153.1224,2019-08-01,10024,New York,2019-08-01
2957,Seattle,0.2,6.368,2,West,kariox,Consumer,headset,Standard Class,4644,2.1492,2019-08-01,98105,Washington,2019-08-01
2958,New York City,0.2,1217.568,2,East,kariox,Consumer,headset,First Class,1583,456.588,2019-08-01,10024,New York,2019-08-01
2959,Marietta,0,5.64,3,South,kariox,Consumer,headset,Standard Class,4796,2.7072,2019-08-01,30062,Georgia,2019-08-01
2960,Richmond,0,11.36,4,Central,kariox,Consumer,headset,Second Class,6260,5.5664,2019-08-01,47374,Indiana,2019-08-01
2961,Philadelphia,0.2,422.856,3,East,kariox,Consumer,laptop,First Class,7582,15.8571,2019-08-01,19143,Pennsylvania,2019-08-01
2962,Pomona,0,31.56,3,West,qexty,Consumer,shorts,Same Day,9575,10.4148,2019-08-01,91767,California,2019-08-01
2963,Greensboro,0.2,64.68,7,South,kariox,Corporate,television,First Class,9671,8.085,2019-08-01,27405,North Carolina,2019-08-01
2964,Los Angeles,0,323.1,2,West,kariox,Corporate,laptop,Standard Class,2637,61.389,2019-08-01,90045,California,2019-08-01
2965,Oakland,0,104.23,7,West,qexty,Consumer,shorts,Standard Class,5203,28.1421,2019-08-01,94601,California,2019-08-01
2966,Yucaipa,0,50.8,5,West,kariox,Corporate,television,Standard Class,3348,13.208,2019-08-01,92399,California,2019-08-01
2967,Oakland,0,70.26,3,West,kariox,Consumer,laptop,Standard Class,5204,18.9702,2019-08-01,94601,California,2019-08-01
2968,Phoenix,0.2,1879.96,5,West,fynota,Consumer,colddrinks,Standard Class,2549,211.4955,2019-08-01,85023,Arizona,2019-08-01
2969,Phoenix,0.2,313.024,8,West,kariox,Consumer,phone,Standard Class,2550,105.6456,2019-08-01,85023,Arizona,2019-08-01
2970,Phoenix,0.2,5.04,2,West,kariox,Consumer,tablet,Standard Class,2551,1.764,2019-08-01,85023,Arizona,2019-08-01
2971,Philadelphia,0.4,519.792,4,East,fynota,Corporate,colddrinks,Standard Class,7971,-112.6216,2019-08-01,19134,Pennsylvania,2019-08-01
2972,Philadelphia,0.7,2.724,2,East,kariox,Corporate,headset,Standard Class,7974,-1.9068,2019-08-01,19134,Pennsylvania,2019-08-01
2973,Philadelphia,0.2,10.368,2,East,kariox,Corporate,phone,Standard Class,7973,3.6288,2019-08-01,19134,Pennsylvania,2019-08-01
2974,New York City,0,41.96,2,East,kariox,Consumer,laptop,First Class,1582,2.9372,2019-08-01,10024,New York,2019-08-01
2975,Phoenix,0.2,2.304,1,West,kariox,Consumer,television,Standard Class,2548,0.2592,2019-08-01,85023,Arizona,2019-08-01
2976,New York City,0,138,2,East,fynota,Home Office,colddrinks,Standard Class,7200,34.5,2019-08-01,10035,New York,2019-08-01
2977,Philadelphia,0.2,31.176,3,East,fynota,Corporate,chocolates,Standard Class,7972,-5.4558,2019-08-01,19134,Pennsylvania,2019-08-01
2978,Raleigh,0.2,46.152,3,South,qexty,Consumer,shorts,Standard Class,5758,12.1149,2019-08-01,27604,North Carolina,2019-08-01
2979,New York City,0,11.96,2,East,kariox,Home Office,television,Standard Class,7199,3.1096,2019-08-01,10035,New York,2019-08-01
2980,New York City,0,979.95,5,East,fynota,Consumer,colddrinks,First Class,1586,274.386,2019-08-01,10024,New York,2019-08-01
2981,New York City,0,143.7,3,East,kariox,Consumer,phone,First Class,1587,68.976,2019-08-01,10024,New York,2019-08-01
2982,New York City,0,10.65,3,East,kariox,Consumer,lighting,First Class,1588,5.0055,2019-08-01,10024,New York,2019-08-01
2983,New York City,0,247.8,4,East,fynota,Consumer,chocolates,First Class,1589,34.692,2019-08-01,10024,New York,2019-08-01
2984,Jacksonville,0.2,4.608,2,South,kariox,Corporate,tablet,Standard Class,3257,1.6704,2019-08-01,32216,Florida,2019-08-01
2985,Milwaukee,0,687.4,5,Central,qexty,Home Office,pants,Second Class,5035,48.118,2019-08-01,53209,Wisconsin,2019-08-01
2986,New York City,0,10.02,3,East,qexty,Corporate,shorts,Standard Class,7124,4.4088,2019-08-01,10035,New York,2019-08-01
2987,New York City,0,6.16,2,East,qexty,Consumer,shorts,First Class,1585,2.9568,2019-08-01,10024,New York,2019-08-01
2988,Eagan,0,3.75,1,Central,kariox,Home Office,tablet,Standard Class,1616,1.8,2019-08-01,55122,Minnesota,2019-08-01
2989,Detroit,0,64.75,5,Central,kariox,Consumer,headset,Standard Class,7311,29.1375,2019-08-01,48227,Michigan,2019-08-01
2990,New York City,0,144.12,3,East,kariox,Corporate,phone,Standard Class,7125,69.1776,2019-08-01,10035,New York,2019-08-01
2991,Redmond,0.2,133.472,4,West,kariox,Consumer,battery,Standard Class,6646,15.0156,2019-08-01,97756,Oregon,2019-08-01
2992,New York City,0,47.04,3,East,qexty,Consumer,shorts,First Class,1584,18.3456,2019-08-01,10024,New York,2019-08-01
2993,Redmond,0.2,438.368,4,West,fynota,Consumer,colddrinks,Standard Class,6644,38.3572,2019-08-01,97756,Oregon,2019-08-01
2994,Eagan,0,29.79,3,Central,kariox,Home Office,television,Standard Class,1618,12.5118,2019-08-01,55122,Minnesota,2019-08-01
2995,Redmond,0.2,139.944,7,West,fynota,Consumer,colddrinks,Standard Class,6645,-31.4874,2019-08-01,97756,Oregon,2019-08-01
2996,Eagan,0,41.4,4,Central,kariox,Home Office,tablet,Standard Class,1617,19.872,2019-08-01,55122,Minnesota,2019-08-01
2997,Los Angeles,0.2,601.536,4,West,qexty,Home Office,tshirts,First Class,2786,0,2019-09-01,90036,California,2019-09-01
2998,Columbia,0,14.6,2,South,kariox,Consumer,headset,Standard Class,6183,6.862,2019-09-01,29203,South Carolina,2019-09-01
2999,Columbia,0,113.73,3,South,fynota,Consumer,colddrinks,Standard Class,6182,32.9817,2019-09-01,29203,South Carolina,2019-09-01
3000,Columbia,0,629.95,5,South,fynota,Consumer,colddrinks,Standard Class,6181,176.386,2019-09-01,29203,South Carolina,2019-09-01
3001,Columbia,0,63.96,2,South,kariox,Consumer,laptop,Standard Class,6180,6.396,2019-09-01,29203,South Carolina,2019-09-01
3002,Columbia,0,23.92,4,South,kariox,Consumer,phone,Standard Class,6179,11.7208,2019-09-01,29203,South Carolina,2019-09-01
3003,Columbia,0,121.96,2,South,kariox,Consumer,watch,Standard Class,6178,57.3212,2019-09-01,29203,South Carolina,2019-09-01
3004,Columbia,0,1690.04,4,South,qexty,Consumer,tshirts,Standard Class,6176,422.51,2019-09-01,29203,South Carolina,2019-09-01
3005,Everett,0,542.94,3,East,qexty,Home Office,tshirts,Standard Class,4619,141.1644,2019-09-01,2149,Massachusetts,2019-09-01
3006,Quincy,0,85.3,2,East,qexty,Home Office,shorts,Same Day,3852,14.501,2019-09-01,2169,Massachusetts,2019-09-01
3007,Lincoln Park,0,25.99,1,Central,kariox,Corporate,television,Standard Class,3032,7.5371,2019-09-01,48146,Michigan,2019-09-01
3008,Lincoln Park,0,194.32,4,Central,qexty,Corporate,pants,Standard Class,3031,31.0912,2019-09-01,48146,Michigan,2019-09-01
3009,Los Angeles,0,7.9,2,West,kariox,Home Office,lighting,First Class,2787,2.528,2019-09-01,90036,California,2019-09-01
3010,Columbia,0,887.84,8,South,kariox,Consumer,laptop,Standard Class,6184,17.7568,2019-09-01,29203,South Carolina,2019-09-01
3011,Columbia,0,85.96,7,South,kariox,Consumer,laptop,Standard Class,6177,24.0688,2019-09-01,29203,South Carolina,2019-09-01
3012,Everett,0,589.9,2,East,fynota,Home Office,colddrinks,Standard Class,4618,147.475,2019-09-01,2149,Massachusetts,2019-09-01
3013,Philadelphia,0.2,55.6,5,East,kariox,Consumer,charger,First Class,8854,6.255,2019-09-01,19143,Pennsylvania,2019-09-01
3014,Arlington,0,32.4,5,South,kariox,Home Office,phone,Second Class,5840,15.552,2019-09-01,22204,Virginia,2019-09-01
3015,Seattle,0.2,14.952,3,West,kariox,Consumer,headset,Second Class,4916,5.4201,2019-09-01,98105,Washington,2019-09-01
3016,Seattle,0,35.96,2,West,kariox,Consumer,television,Second Class,4915,10.4284,2019-09-01,98105,Washington,2019-09-01
3017,Broken Arrow,0,821.94,6,Central,fynota,Home Office,colddrinks,First Class,4074,213.7044,2019-09-01,74012,Oklahoma,2019-09-01
3018,Dubuque,0,1408.1,10,Central,qexty,Home Office,tshirts,Standard Class,3427,394.268,2019-09-01,52001,Iowa,2019-09-01
3019,Dubuque,0,15.24,4,Central,kariox,Home Office,headset,Standard Class,3426,6.858,2019-09-01,52001,Iowa,2019-09-01
3020,Lafayette,0,517.5,6,South,qexty,Consumer,tshirts,Standard Class,1628,155.25,2019-09-01,70506,Louisiana,2019-09-01
3021,Philadelphia,0.2,6.848,2,East,kariox,Corporate,television,Second Class,1472,0.5992,2019-09-01,19120,Pennsylvania,2019-09-01
3022,Los Angeles,0,61.44,3,West,kariox,Corporate,battery,Second Class,9043,16.5888,2019-09-01,90049,California,2019-09-01
3023,Philadelphia,0.2,617.976,3,East,fynota,Consumer,chocolates,First Class,8855,-7.7247,2019-09-01,19143,Pennsylvania,2019-09-01
3024,Franklin,0.7,3.204,2,South,kariox,Home Office,headset,Standard Class,7807,-2.5632,2019-09-01,37064,Tennessee,2019-09-01
3025,Franklin,0.2,2.816,2,South,kariox,Home Office,television,Standard Class,7806,0.3168,2019-09-01,37064,Tennessee,2019-09-01
3026,Franklin,0.2,25.424,1,South,kariox,Home Office,laptop,Standard Class,7805,-4.767,2019-09-01,37064,Tennessee,2019-09-01
3027,Franklin,0.2,720.064,4,South,kariox,Home Office,laptop,Standard Class,7804,-63.0056,2019-09-01,37064,Tennessee,2019-09-01
3028,Franklin,0.2,12,4,South,kariox,Home Office,tablet,Standard Class,7803,4.2,2019-09-01,37064,Tennessee,2019-09-01
3029,Arlington,0,47.98,2,South,qexty,Home Office,shorts,Second Class,5841,11.0354,2019-09-01,22204,Virginia,2019-09-01
3030,Oceanside,0,204.6,2,West,qexty,Consumer,shorts,Same Day,960,53.196,2019-09-01,92054,California,2019-09-01
3031,Seattle,0,199.74,6,West,kariox,Consumer,laptop,Standard Class,2272,47.9376,2019-09-01,98105,Washington,2019-09-01
3032,Des Moines,0,18.54,2,West,kariox,Home Office,phone,Standard Class,5051,8.7138,2019-09-01,98198,Washington,2019-09-01
3033,Houston,0.2,151.2,3,Central,fynota,Corporate,chocolates,First Class,1418,32.13,2019-09-01,77041,Texas,2019-09-01
3034,Clinton,0,65.08,4,East,kariox,Corporate,headset,Standard Class,3734,31.8892,2019-09-01,20735,Maryland,2019-09-01
3035,Clinton,0,1259.93,7,East,fynota,Corporate,colddrinks,Standard Class,3733,327.5818,2019-09-01,20735,Maryland,2019-09-01
3036,Clinton,0,499.99,1,East,fynota,Corporate,colddrinks,Standard Class,3732,129.9974,2019-09-01,20735,Maryland,2019-09-01
3037,Clinton,0,636.86,7,East,kariox,Corporate,laptop,Standard Class,3731,0,2019-09-01,20735,Maryland,2019-09-01
3038,Clinton,0,41.96,2,East,kariox,Corporate,laptop,Standard Class,3730,7.9724,2019-09-01,20735,Maryland,2019-09-01
3039,Long Beach,0,7.3,2,West,kariox,Consumer,charger,Second Class,578,2.19,2019-09-01,90805,California,2019-09-01
3040,Los Angeles,0,11.68,2,West,kariox,Corporate,television,Standard Class,3759,5.4896,2019-09-01,90049,California,2019-09-01
3041,Long Beach,0,19.92,4,West,kariox,Consumer,phone,Second Class,577,9.7608,2019-09-01,90805,California,2019-09-01
3042,New York City,0,67.8,4,East,fynota,Consumer,colddrinks,Standard Class,5923,1.356,2019-09-01,10035,New York,2019-09-01
3043,New York City,0,110.96,2,East,kariox,Consumer,phone,Standard Class,5922,53.2608,2019-09-01,10035,New York,2019-09-01
3044,New York City,0,659.9,2,East,fynota,Consumer,chocolates,Standard Class,5921,217.767,2019-09-01,10035,New York,2019-09-01
3045,New York City,0,209.97,3,East,fynota,Consumer,colddrinks,Standard Class,5920,58.7916,2019-09-01,10035,New York,2019-09-01
3046,New York City,0.2,2003.92,5,East,qexty,Consumer,pants,Standard Class,5919,-25.049,2019-09-01,10035,New York,2019-09-01
3047,Los Angeles,0,14.91,3,West,qexty,Corporate,shorts,Standard Class,5771,4.6221,2019-09-01,90032,California,2019-09-01
3048,Long Beach,0,160.72,14,West,kariox,Consumer,phone,Second Class,576,78.7528,2019-09-01,90805,California,2019-09-01
3049,Los Angeles,0,16.9,2,West,kariox,Corporate,charger,Standard Class,3760,5.07,2019-09-01,90049,California,2019-09-01
3050,Los Angeles,0,24.4,2,West,qexty,Corporate,shorts,Standard Class,3761,10.248,2019-09-01,90049,California,2019-09-01
3051,Jacksonville,0.2,717.12,9,South,fynota,Corporate,chocolates,Second Class,4976,152.388,2019-09-01,32216,Florida,2019-09-01
3052,Houston,0.2,946.344,7,Central,fynota,Corporate,colddrinks,First Class,1417,118.293,2019-09-01,77041,Texas,2019-09-01
3053,Naperville,0.8,2.808,3,Central,kariox,Consumer,headset,Standard Class,9146,-4.4928,2019-09-01,60540,Illinois,2019-09-01
3054,Las Vegas,0.2,45.584,11,West,kariox,Consumer,headset,Standard Class,8437,16.5242,2019-09-01,89115,Nevada,2019-09-01
3055,Nashville,0.2,294.368,4,South,kariox,Consumer,laptop,Standard Class,8210,-58.8736,2019-09-01,37211,Tennessee,2019-09-01
3056,Nashville,0.7,1369.764,6,South,kariox,Consumer,headset,Standard Class,8209,-913.176,2019-09-01,37211,Tennessee,2019-09-01
3057,Long Beach,0.2,24.448,2,East,kariox,Corporate,headset,Standard Class,8062,8.8624,2019-09-01,11561,New York,2019-09-01
3058,Long Beach,0,61.4,5,East,kariox,Corporate,phone,Standard Class,8061,28.858,2019-09-01,11561,New York,2019-09-01
3059,Lawrence,0,37.68,6,East,kariox,Consumer,headset,First Class,8037,16.956,2019-09-01,1841,Massachusetts,2019-09-01
3060,Sacramento,0,60.84,3,West,qexty,Home Office,shorts,Standard Class,9599,19.4688,2019-09-01,95823,California,2019-09-01
3061,Santa Fe,0,8.4,5,West,kariox,Home Office,television,Standard Class,9306,2.184,2019-09-01,87505,New Mexico,2019-09-01
3062,New York City,0,279.86,14,East,fynota,Consumer,colddrinks,Second Class,6629,134.3328,2019-09-01,10024,New York,2019-09-01
3063,Los Angeles,0,22.96,2,West,kariox,Corporate,phone,Second Class,6169,11.2504,2019-09-01,90008,California,2019-09-01
3064,Columbus,0,66.36,4,South,fynota,Corporate,chocolates,Standard Class,5107,23.226,2019-09-01,31907,Georgia,2019-09-01
3065,Arlington,0,61.96,2,South,qexty,Home Office,pants,Second Class,1303,4.3372,2019-09-01,22204,Virginia,2019-09-01
3066,San Diego,0,443.92,4,West,kariox,Consumer,laptop,First Class,5619,8.8784,2019-09-01,92105,California,2019-09-01
3067,Houston,0.6,4.928,4,Central,qexty,Corporate,shorts,First Class,1419,-1.4784,2019-09-01,77041,Texas,2019-09-01
3068,Los Angeles,0,1158.12,4,West,kariox,Corporate,battery,Standard Class,5772,335.8548,2019-09-01,90032,California,2019-09-01
3069,Mesa,0.2,60.672,2,West,kariox,Corporate,battery,Standard Class,1422,14.4096,2019-09-01,85204,Arizona,2019-09-01
3070,Avondale,0.2,14.576,2,West,kariox,Consumer,television,Second Class,9152,2.3686,2019-09-01,85323,Arizona,2019-09-01
3071,San Francisco,0,15.51,1,West,kariox,Home Office,laptop,Second Class,6959,4.3428,2019-09-01,94110,California,2019-09-01
3072,Chicago,0.6,24.288,3,Central,qexty,Consumer,shorts,First Class,3437,-12.7512,2019-09-01,60610,Illinois,2019-09-01
3073,Chicago,0.8,15.08,2,Central,kariox,Consumer,headset,First Class,3436,-22.62,2019-09-01,60610,Illinois,2019-09-01
3074,Oceanside,0.2,79.056,9,East,kariox,Consumer,headset,Standard Class,5120,28.6578,2019-10-01,11572,New York,2019-09-01
3075,Oceanside,0,629.93,7,East,fynota,Consumer,sweets,Standard Class,5119,296.0671,2019-10-01,11572,New York,2019-09-01
3076,Oceanside,0,34.44,3,East,kariox,Consumer,lighting,Standard Class,5118,16.1868,2019-10-01,11572,New York,2019-09-01
3077,San Francisco,0,146.82,3,West,kariox,Home Office,phone,Second Class,6960,73.41,2019-09-01,94110,California,2019-09-01
3078,New York City,0,50,2,East,fynota,Consumer,chocolates,Standard Class,2556,12,2019-09-01,10035,New York,2019-09-01
3079,San Diego,0,64.17,3,West,kariox,Home Office,laptop,Standard Class,2497,18.6093,2019-10-01,92037,California,2019-09-01
3080,Philadelphia,0.4,45.894,1,East,fynota,Consumer,colddrinks,Second Class,1650,-9.1788,2019-09-01,19143,Pennsylvania,2019-09-01
3081,Philadelphia,0.7,121.104,6,East,kariox,Consumer,headset,Second Class,1649,-100.92,2019-09-01,19143,Pennsylvania,2019-09-01
3082,Mesa,0.2,363.648,4,West,kariox,Corporate,laptop,Standard Class,1426,-86.3664,2019-09-01,85204,Arizona,2019-09-01
3083,Mesa,0.2,263.96,5,West,fynota,Corporate,colddrinks,Standard Class,1425,23.0965,2019-09-01,85204,Arizona,2019-09-01
3084,Mesa,0.2,119.904,6,West,kariox,Corporate,laptop,Standard Class,1424,-1.4988,2019-09-01,85204,Arizona,2019-09-01
3085,San Diego,0,124.46,2,West,kariox,Home Office,watch,Standard Class,2498,58.4962,2019-10-01,92037,California,2019-09-01
3086,San Francisco,0,12.96,2,West,kariox,Home Office,phone,Second Class,6961,6.2208,2019-09-01,94110,California,2019-09-01
3087,Detroit,0,16.4,5,Central,kariox,Corporate,television,Second Class,7215,4.756,2019-09-01,48205,Michigan,2019-09-01
3088,Detroit,0,25.92,4,Central,kariox,Corporate,phone,Second Class,7216,12.4416,2019-09-01,48205,Michigan,2019-09-01
3089,New York City,0.2,4228.704,6,East,qexty,Consumer,pants,Standard Class,5918,158.5764,2019-09-01,10035,New York,2019-09-01
3090,Los Angeles,0.2,36.784,2,West,fynota,Corporate,colddrinks,Standard Class,9455,-8.2764,2019-10-01,90032,California,2019-09-01
3091,Los Angeles,0,47.19,3,West,kariox,Corporate,charger,Standard Class,9454,13.6851,2019-10-01,90032,California,2019-09-01
3092,Los Angeles,0.2,81.792,6,West,kariox,Corporate,headset,Standard Class,9453,26.5824,2019-10-01,90032,California,2019-09-01
3093,Los Angeles,0,186.15,3,West,kariox,Corporate,battery,Standard Class,9452,55.845,2019-10-01,90032,California,2019-09-01
3094,New York City,0,307.98,2,East,fynota,Consumer,colddrinks,Second Class,8163,89.3142,2019-10-01,10035,New York,2019-09-01
3095,New York City,0,293.52,6,East,kariox,Consumer,battery,Second Class,8162,76.3152,2019-10-01,10035,New York,2019-09-01
3096,Aurora,0.2,4.512,3,West,kariox,Consumer,lighting,Standard Class,4935,0.846,2019-10-01,80013,Colorado,2019-09-01
3097,Aurora,0.7,1.08,2,West,kariox,Consumer,headset,Standard Class,4934,-0.792,2019-10-01,80013,Colorado,2019-09-01
3098,Aurora,0.2,12.536,1,West,kariox,Consumer,watch,Standard Class,4933,4.2309,2019-10-01,80013,Colorado,2019-09-01
3099,San Francisco,0,43.56,2,West,kariox,Corporate,battery,First Class,2255,15.246,2019-10-01,94110,California,2019-09-01
3100,San Francisco,0,43.26,3,West,kariox,Corporate,battery,First Class,2254,14.2758,2019-10-01,94110,California,2019-09-01
3101,Seattle,0,99.2,5,West,kariox,Corporate,television,Second Class,8928,25.792,2019-09-01,98103,Washington,2019-09-01
3102,Arlington,0,1871.88,12,South,fynota,Consumer,colddrinks,Standard Class,7847,561.564,2019-10-01,22204,Virginia,2019-09-01
3103,Arlington,0,154.9,5,South,kariox,Consumer,phone,Standard Class,7846,69.705,2019-10-01,22204,Virginia,2019-09-01
3104,Mesa,0.7,77.031,9,West,kariox,Corporate,headset,Standard Class,1423,-59.0571,2019-09-01,85204,Arizona,2019-09-01
3105,Tucson,0.2,35.12,2,West,fynota,Consumer,colddrinks,Second Class,7742,13.17,2019-09-01,85705,Arizona,2019-09-01
3106,Mesa,0.7,72.588,2,West,kariox,Corporate,headset,Standard Class,1421,-48.392,2019-09-01,85204,Arizona,2019-09-01
3107,Portland,0.2,31.104,6,West,kariox,Consumer,phone,Standard Class,286,10.8864,2019-10-01,97206,Oregon,2019-09-01
